username, created_at, lng, lat, text
DITOALA, Thu Jan 21 20:29:49 +0000 2021, -117.824049, 33.810159, Gracias a todo el cuerpo médico de Oncología @chocchildrens.🎗️ https://t.co/yKmM9dOb0Q 
SmithAwambu, Thu Jan 21 20:29:49 +0000 2021, -122.435979, 37.770657, Donald Trump Jr. Talk Of The Town 
JulietteNordic, Thu Jan 21 20:29:49 +0000 2021, -81.044241, 29.291700, @JoseDia49862062 Thank you ~❤❤❤ 
bigBaby32326814, Thu Jan 21 20:29:50 +0000 2021, -83.143393, 40.040813, Why I’m just see this 
SkylarJanae, Thu Jan 21 20:29:50 +0000 2021, -86.142922, 39.779562, @princessadinero ewwww you better not 😐 
d_sweitzer100, Thu Jan 21 20:29:50 +0000 2021, -80.748703, 41.875583, the car in front of me at dunk paid for my coffee 🥺🥺 ily 
Qdizzlemane, Thu Jan 21 20:29:50 +0000 2021, -104.922093, 39.713563, @ImTorsea You chuckled at stop the cap 
roberts52063928, Thu Jan 21 20:29:50 +0000 2021, -95.913642, 36.109392, @bosch_cameron @MacRumors @julipuli Awesome can’t wait till it gets here would it be more features on it 
TannerAgle, Thu Jan 21 20:29:50 +0000 2021, -113.799985, 40.799689, Utah Salt Flats, November 2020. @ Bonneville Salt Flats https://t.co/LWZD0P01W5 
BurgerBeast, Thu Jan 21 20:29:50 +0000 2021, -80.334528, 25.747635, I’ll buy it if you try it! 😂 
lonoroadhouse, Thu Jan 21 20:29:50 +0000 2021, -81.109617, 32.017285, i saw on tik tok today is the 21st day of the 21st year of the 21st century 
tru_armor, Thu Jan 21 20:29:50 +0000 2021, -76.069946, 36.802541, Today is the 21st day of the 21st year of the 21st century.and it’s my Birthday 🎂 🎉🥳 
teylerleigh, Thu Jan 21 20:29:50 +0000 2021, -118.411907, 34.020789, U wanna go to paradise 
dianalovez_22, Thu Jan 21 20:29:51 +0000 2021, -118.411907, 34.020789, the spark , it’s gone 😁 
tru_armor, Thu Jan 21 20:29:50 +0000 2021, -76.069946, 36.802541, Today is the 21st day of the 21st year of the 21st century.and it’s my Birthday 🎂 🎉🥳 
dianalovez_22, Thu Jan 21 20:29:51 +0000 2021, -118.411907, 34.020789, the spark , it’s gone 😁 
KeemsDreamZz, Thu Jan 21 20:29:51 +0000 2021, -82.442694, 27.996595, @Red_BULLish what’s your expectations for $INTC? 
sharethecities, Thu Jan 21 20:29:51 +0000 2021, -122.330602, 47.614817, Lawyers loved closed door private meetings. We keep electing lawyers and wondering why we don’t feel like governmen… https://t.co/wi8wG3PqcH 
KeemsDreamZz, Thu Jan 21 20:29:51 +0000 2021, -82.442694, 27.996595, @Red_BULLish what’s your expectations for $INTC? 
theedrewbaker, Thu Jan 21 20:29:51 +0000 2021, -82.501283, 27.543043, Lena Dunham Fantasizes About Spending Holidays at White House When 'I Am Hunter Biden’s Beautiful Wife'… https://t.co/E08oY5iEhI 
YuCanThankMeNow, Thu Jan 21 20:29:51 +0000 2021, -117.975154, 34.094001, @Prdtofthe80s ROFLMMFAO!!! 
theedrewbaker, Thu Jan 21 20:29:51 +0000 2021, -82.501283, 27.543043, When do we, the American people will see the official engagement to @HunterBiden 
jeffallton, Thu Jan 21 20:29:51 +0000 2021, -118.373855, 34.163208, POTUS is following the top brass + @chrissyteigen 
NickFittXXX, Thu Jan 21 20:29:51 +0000 2021, -118.411907, 34.020789, Why is this 100% accurate today 🤯 
ShyGGlo, Thu Jan 21 20:29:51 +0000 2021, -80.926628, 33.631140, @mbnfvo He still got some work to do to prove he a starting QB 
CaitlinDarnell2, Thu Jan 21 20:29:52 +0000 2021, -92.436774, 38.304558, @ranaltboo It’s Sam not ranboo guys 
twaavy, Thu Jan 21 20:29:52 +0000 2021, -117.363067, 34.531222, bro jus be playin knowin damn well we want dat mf 
ChrisZoladz, Thu Jan 21 20:29:52 +0000 2021, -85.605941, 43.097730, @aaronofseyer The expiration date is certainly today 
ChrisZoladz, Thu Jan 21 20:29:52 +0000 2021, -85.605941, 43.097730, @aaronofseyer The expiration date is certainly today 
thegarden1111, Thu Jan 21 20:29:52 +0000 2021, -74.000761, 40.720756, The Importance of Personal Evolution  https://t.co/Pi66UC7Gkd 
CoachMeatWRHigh, Thu Jan 21 20:29:52 +0000 2021, -76.255686, 36.895082, @RellHairston @HennyNFriedCrab This my shii 
saturdaybloom, Thu Jan 21 20:29:52 +0000 2021, -97.753840, 31.079307, @u_think_uknome here you go with the bullshit 
drevv___, Thu Jan 21 20:29:52 +0000 2021, -118.187336, 33.988345, My sister told me that my dog’s feed is better than mine ☹️ lmao 
SirKneeland, Thu Jan 21 20:29:52 +0000 2021, -75.117998, 40.004866, According to COVID vaccine guidelines, if I gain 8 lbs I am technically obese (BMI 30.1) &amp; thus eligible for group… https://t.co/eRVaPMFDdT 
stokerr__, Thu Jan 21 20:29:52 +0000 2021, -118.411907, 34.020789, This 50 year old dad won’t stop sending me Jimi Hendrix vids on IG :-/ 
SinstarBeauty, Thu Jan 21 20:29:52 +0000 2021, -79.387200, 43.648000, Just posted a photo @ Toronto, Ontario https://t.co/FldfGf18vL 
FredVegasDG, Thu Jan 21 20:29:53 +0000 2021, -79.420865, 38.003376, “I can’t imagine anything worse than being banned from Twitter.” Abraham Lincoln #ReasonsYouJoinedTwitter #ExposeTwitter #TrumpBanned 
smackahoe4tacos, Thu Jan 21 20:29:53 +0000 2021, -89.266508, 39.739300, 😭even wit these damn dogs 
sfergs_, Thu Jan 21 20:29:53 +0000 2021, -79.299672, 43.880695, Working remotely and having a car, really opens up my options as to where I can move to. If y’all see me in Belleville mind your business 
enritalian, Thu Jan 21 20:29:53 +0000 2021, -79.272570, 43.629311, @alessandroant13 Io un’ora 😂 
iRuubs, Thu Jan 21 20:29:53 +0000 2021, -75.117998, 40.004866, A lot of y’all getting blocked and muted today - mind your business 
WhitehallTHK, Thu Jan 21 20:29:53 +0000 2021, -87.825985, 42.084929, @OldGitsnDragons I don't have anything to sell or plug, but I like to talk about rpgs, drawing, writing, tea and most of all SWORDS. 
bissonnette, Thu Jan 21 20:29:53 +0000 2021, -117.782360, 33.689732, @FatherLeoFeeds @sscjusa Satanic church? 
cowperthwait, Thu Jan 21 20:29:53 +0000 2021, -122.414949, 37.761711, @zkat__ uh oh 
Khryn_Tzu, Thu Jan 21 20:29:53 +0000 2021, -86.441236, 39.766555, @Aquarius_7O @DeadByBHVR @stevenspohn Did they fix the auras of gens too? 
Xyzaiah, Thu Jan 21 20:29:53 +0000 2021, -98.319925, 38.498196, Eric Bieniemy DO NOT GO TO THE TEXANS 
WizDayTrader, Thu Jan 21 20:29:53 +0000 2021, -73.948775, 40.655138, $XPEV Long I’m interested in 
laurietug1, Thu Jan 21 20:29:53 +0000 2021, -76.255686, 36.895082, @KOINNews @TaggartRehnn Good God man they all look wasted 🤷‍♀️😳🙄 
FonzoS, Thu Jan 21 20:29:53 +0000 2021, -83.173867, 32.678207, Trailer Sunday. https://t.co/VvgnjUEsPd 
momster109, Thu Jan 21 20:29:53 +0000 2021, -90.786302, 38.779639, @Cleavon_MD Waiting in anticipation! 
thatblondeeee, Thu Jan 21 20:29:54 +0000 2021, -81.972705, 28.049601, Fake News @TheJohnSenning!! 
BryantGarvin, Thu Jan 21 20:29:53 +0000 2021, -111.726395, 40.382514, @andrewfoxwell @iamshackelford @herrmanndigital @SusanEDub When we go to view post with comments it doesn’t pull th… https://t.co/v9Xgeun58h 
jacklynnnnnt, Thu Jan 21 20:29:54 +0000 2021, -79.420865, 38.003376, A nigga NEVER spared me so fuck them 😭😭😭 I used to be so concerned about what a nigga was thinkin bout me and for what 
bradybeeee, Thu Jan 21 20:29:53 +0000 2021, -122.430277, 48.753353, @Hollyvalgardson correct! u deserve prison time not my sweet sweet likes mama 
WizDayTrader, Thu Jan 21 20:29:53 +0000 2021, -73.948775, 40.655138, $XPEV Long I’m interested in 
thatblondeeee, Thu Jan 21 20:29:54 +0000 2021, -81.972705, 28.049601, Fake News @TheJohnSenning!! 
_FCKahNiiqqa, Thu Jan 21 20:29:53 +0000 2021, -91.090800, 30.459100, i want crawfish ettoufee and fried fish😩 
AlexisLovesMe, Thu Jan 21 20:29:54 +0000 2021, -80.651287, 35.196751, How many pics and videos do you have in your phone? https://t.co/0ygEsnr8hz 
BryantGarvin, Thu Jan 21 20:29:53 +0000 2021, -111.726395, 40.382514, @andrewfoxwell @iamshackelford @herrmanndigital @SusanEDub When we go to view post with comments it doesn’t pull th… https://t.co/v9Xgeun58h 
jacklynnnnnt, Thu Jan 21 20:29:54 +0000 2021, -79.420865, 38.003376, A nigga NEVER spared me so fuck them 😭😭😭 I used to be so concerned about what a nigga was thinkin bout me and for what 
Just__Rellz, Thu Jan 21 20:29:54 +0000 2021, -73.948775, 40.655138, @LensPorter I hate that game lol 
Just__Rellz, Thu Jan 21 20:29:54 +0000 2021, -73.948775, 40.655138, @LensPorter I hate that game lol 
ChrisZoladz, Thu Jan 21 20:29:52 +0000 2021, -85.605941, 43.097730, @aaronofseyer The expiration date is certainly today 
Just__Rellz, Thu Jan 21 20:29:54 +0000 2021, -73.948775, 40.655138, @LensPorter I hate that game lol 
CoWorkWithCO, Thu Jan 21 20:29:54 +0000 2021, -73.910770, 41.926990, Just posted a video @ Rhinebeck, New York https://t.co/U7JzyfSN7I 
KeithGrant09, Thu Jan 21 20:29:54 +0000 2021, -84.151150, 33.442425, @AliciastillAOK @CawthornforNC I don't know him. 
DeSeanB, Thu Jan 21 20:29:54 +0000 2021, -79.857363, 36.090397, @angelonasios @bjornaids @keenahn @PhilHagen And stop trying to tell black people how to feel. 
Wraith_Chasers, Thu Jan 21 20:29:54 +0000 2021, -86.519507, 36.574973, So, who's coming to The Nickerson Snead House with us this weekend?𝐅𝐘𝐈, 𝐭𝐡𝐞𝐫𝐞 𝐚𝐫𝐞 𝐬𝐭𝐢𝐥𝐥 𝟒 𝐓𝐈𝐂𝐊𝐄𝐓𝐒 𝐋𝐄𝐅𝐓!Hit us up,… https://t.co/u2wXGpSii2 
__lowkeee, Thu Jan 21 20:29:54 +0000 2021, -76.295896, 36.763216, We went from tiers of the bottom to we almost top tier. My biggest fear is I don’t finish through 🙏🏾 
orlandomantar, Thu Jan 21 20:29:54 +0000 2021, -111.498181, 28.969863, El no te ve como yo suspirando 
orlandomantar, Thu Jan 21 20:29:54 +0000 2021, -111.498181, 28.969863, El no te ve como yo suspirando 
Tbars23, Thu Jan 21 20:29:54 +0000 2021, -96.830093, 46.864883, @marzmathews Timeless bophttps://t.co/QTdmBtS2xO 
lightlysau, Thu Jan 21 20:29:54 +0000 2021, -81.657895, 36.215092, @BeanPole___ yeah soup is delicious 
lightlysau, Thu Jan 21 20:29:54 +0000 2021, -81.657895, 36.215092, @BeanPole___ yeah soup is delicious 
Tbars23, Thu Jan 21 20:29:54 +0000 2021, -96.830093, 46.864883, @marzmathews Timeless bophttps://t.co/QTdmBtS2xO 
APguy, Thu Jan 21 20:29:54 +0000 2021, -88.064641, 44.171575, Imagine being so woke that you need an explanation whenever someone stands for the anthem. These reporters don't ac… https://t.co/VkO5VlaAhH 
UofLVillens, Thu Jan 21 20:29:54 +0000 2021, -85.722346, 38.195555, We look forward to seeing students tonight at VG for Spirit Night! Make sure to stop by so you can check out the ne… https://t.co/UHM4Dz7c67 
jimmy_sweeney, Thu Jan 21 20:29:55 +0000 2021, -97.285913, 32.779967, @thepiratekenny https://t.co/vWq3LM9m1q 
NsuarezDiaz, Thu Jan 21 20:29:55 +0000 2021, -80.347603, 25.876218, @GOP https://t.co/wVVV9YQt1n 
Its_Phimb, Thu Jan 21 20:29:55 +0000 2021, -80.457202, 25.671741, @ShinSnipes Pog gonna sub when you get affiliate 
jimmy_sweeney, Thu Jan 21 20:29:55 +0000 2021, -97.285913, 32.779967, @thepiratekenny https://t.co/vWq3LM9m1q 
NsuarezDiaz, Thu Jan 21 20:29:55 +0000 2021, -80.347603, 25.876218, @GOP https://t.co/wVVV9YQt1n 
Its_Phimb, Thu Jan 21 20:29:55 +0000 2021, -80.457202, 25.671741, @ShinSnipes Pog gonna sub when you get affiliate 
NsuarezDiaz, Thu Jan 21 20:29:55 +0000 2021, -80.347603, 25.876218, @GOP https://t.co/wVVV9YQt1n 
GradybabyMunk, Thu Jan 21 20:29:55 +0000 2021, -83.173867, 32.678207, Happy for him. He’ll do great with the talent they have 
GradybabyMunk, Thu Jan 21 20:29:55 +0000 2021, -83.173867, 32.678207, Happy for him. He’ll do great with the talent they have 
RoaneDamondre, Thu Jan 21 20:29:55 +0000 2021, -79.420865, 38.003376, @_CoachMunch @DavidsonFB @DavidsonCollege Already done coach let's work class of 22 DT/NT 6'1" 300lb 3.31 GPA clear… https://t.co/7jSWEIJw8F 
ninethreeseven, Thu Jan 21 20:29:55 +0000 2021, -123.358379, 48.426730, @Sashakvakic @TalktoARYZE What about the heritage!!!!! 😮🏠🏠🏠🏡🏠🏡🏡🏠🏠🏠🏡🏠 
Stifmeister_007, Thu Jan 21 20:29:55 +0000 2021, -78.822218, 43.830985, When I'm 6ft below .. until then ... The show must go on ... 😁😁 https://t.co/JQFKueImfz 
MsNikkiDaylinn, Thu Jan 21 20:29:55 +0000 2021, -117.104989, 32.810012, Clients this is what everyone means when they say book the provider now. I regret not trying harder to meet this be… https://t.co/2oiCyGGFMs 
chrissilana, Thu Jan 21 20:29:55 +0000 2021, -74.214139, 40.766601, Feels like everything has changed 
chrissilana, Thu Jan 21 20:29:55 +0000 2021, -74.214139, 40.766601, Feels like everything has changed 
RedHelicam, Thu Jan 21 20:29:55 +0000 2021, -121.280423, 38.579524, @PunkResists The news is real. @FoxNews reporting of it is fake. 
93angelk, Thu Jan 21 20:29:55 +0000 2021, -98.500000, 29.416700, Just posted a photo @ San Antonio, Texas https://t.co/S0VditsbpT 
and_read, Thu Jan 21 20:29:56 +0000 2021, -112.124676, 33.552863, @lillydancyger Totally. Emotional labor is not “pesky tasks that have always annoyed me, like wearing pantyhose.” 
JaysonScout, Thu Jan 21 20:29:55 +0000 2021, -85.851871, 42.910708, @AbeGreenwald @NoahCRothman Dang then he really did undersell it. You guys have been talking about it on the podcas… https://t.co/zEVbpNd1dX 
Stifmeister_007, Thu Jan 21 20:29:55 +0000 2021, -78.822218, 43.830985, When I'm 6ft below .. until then ... The show must go on ... 😁😁 https://t.co/JQFKueImfz 
traplordelle, Thu Jan 21 20:29:56 +0000 2021, -121.796444, 37.985661, This didn’t age well 
priscil49479705, Thu Jan 21 20:29:56 +0000 2021, -91.401008, 30.937336, @BandB_CBS Girl is Phoebe and boy is Walker. Have they said what she’s having yet? 
traplordelle, Thu Jan 21 20:29:56 +0000 2021, -121.796444, 37.985661, This didn’t age well 
JaysonScout, Thu Jan 21 20:29:55 +0000 2021, -85.851871, 42.910708, @AbeGreenwald @NoahCRothman Dang then he really did undersell it. You guys have been talking about it on the podcas… https://t.co/zEVbpNd1dX 
mye36m3, Thu Jan 21 20:29:56 +0000 2021, -121.979527, 37.523645, @thequietestgir1 Sometimes acceptance is all there is left to do. Be well quietest. 😊 
xANGLx, Thu Jan 21 20:29:56 +0000 2021, -112.124676, 33.552863, @Dri_Dri27 @dannyxfenton SD is always the best choice! 
Nick_Gonzalezz, Thu Jan 21 20:29:56 +0000 2021, -73.831187, 40.670879, @wutdaf0rk I was so close but damn it 
TheSharok, Thu Jan 21 20:29:56 +0000 2021, -118.369645, 34.087010, @gaybyubreadboi By having 2 sites you don’t put all your eggs in one basket and you give people the option to choose. 
fernapaba, Thu Jan 21 20:29:56 +0000 2021, -81.549320, 28.304521, La señora, el tono de voz, el medio para el que trabaja y la sucia campaña de fomentar y aplaudir la división, y de… https://t.co/Nwr8hEbOpN 
TheSharok, Thu Jan 21 20:29:56 +0000 2021, -118.369645, 34.087010, @gaybyubreadboi By having 2 sites you don’t put all your eggs in one basket and you give people the option to choose. 
JoshuaTBerglan, Thu Jan 21 20:29:56 +0000 2021, -93.262046, 44.970610, @allicovington I appreciate that 🥰. I am blessed to have good people around me that are able to help me navigate li… https://t.co/81iWd3cafO 
and_read, Thu Jan 21 20:29:56 +0000 2021, -112.124676, 33.552863, @lillydancyger Totally. Emotional labor is not “pesky tasks that have always annoyed me, like wearing pantyhose.” 
MadApron, Thu Jan 21 20:29:56 +0000 2021, -118.411907, 34.020789, @insomniacookies ALWAYS look delectible! Photo credit: Insomnia Cookies https://t.co/SRBHDQsNXu 
WattersClaudia, Thu Jan 21 20:29:56 +0000 2021, -92.131274, 34.751936, I would have to say my favorite part of growing up is being a member of three Crockpot and slow cooker groups on Fa… https://t.co/ov7btAXjwv 
tinsleymyrick, Thu Jan 21 20:29:56 +0000 2021, -81.770758, 24.569344, Captain Lee converted from Power Boater to Sailor to Island Packet owner!https://t.co/P8biPgjVv8 
WattersClaudia, Thu Jan 21 20:29:56 +0000 2021, -92.131274, 34.751936, I would have to say my favorite part of growing up is being a member of three Crockpot and slow cooker groups on Fa… https://t.co/ov7btAXjwv 
Raoulkitty, Thu Jan 21 20:29:56 +0000 2021, -84.352444, 33.943457, @mikepompeo Not only will you never be president, but as a hypocritical bigot, you will never pass through the gate… https://t.co/qNcHLweF6d 
TheFabulousOne, Thu Jan 21 20:29:56 +0000 2021, -112.124676, 33.552863, @thedailybeast I smell karma. ~ Chick from Arizona 
ChrisTurnbullWx, Thu Jan 21 20:29:56 +0000 2021, -74.359789, 40.898706, Wow. Every county in New Jersey (except for Sussex County) has warmed more than 3.5°F over the last 60 years #NJwx… https://t.co/T5alJ57XXD 
TheFabulousOne, Thu Jan 21 20:29:56 +0000 2021, -112.124676, 33.552863, @thedailybeast I smell karma. ~ Chick from Arizona 
ChrisTurnbullWx, Thu Jan 21 20:29:56 +0000 2021, -74.359789, 40.898706, Wow. Every county in New Jersey (except for Sussex County) has warmed more than 3.5°F over the last 60 years #NJwx… https://t.co/T5alJ57XXD 
thankfullymeks, Thu Jan 21 20:29:56 +0000 2021, -89.922029, 35.133521, @ElayneManciero @ryannboyd @RepLisaMcClain https://t.co/mmzGSyMQbb 
BeeInspiredCAPP, Thu Jan 21 20:29:56 +0000 2021, -93.389864, 41.938228, Mark Thurs 2/25 on your calendars for a #LetsTalk Event!📆 We'll  visit with Kaylea from @CIShelps &amp; have a  🐝buzzwo… https://t.co/o6YT4tpEMS 
Armeeeezy, Thu Jan 21 20:29:57 +0000 2021, -96.439486, 32.737248, Shanley and Chris were my least favorite for sure ! 
tmj_DE_it, Thu Jan 21 20:29:56 +0000 2021, -75.749657, 39.683723, Have you ever had a role like "GIS Database and Applications Specialist (Mid Level)"? What did you like most about that job? #IT #Newark, DE 
DGMN_CASH, Thu Jan 21 20:29:57 +0000 2021, -96.761753, 32.819858, I’m out 
HCPSCollinsElem, Thu Jan 21 20:29:56 +0000 2021, -82.318256, 27.810857, Tomorrow is RAISE THE FLAG FRIDAY because the @Buccaneers are in the playoffs! Wear your Bucs shirts or Bucs colors… https://t.co/ikbiOCsJHe 
garywfuller, Thu Jan 21 20:29:57 +0000 2021, -117.287924, 33.121484, UNDO “Citizens United.” 
andylvlac, Thu Jan 21 20:29:57 +0000 2021, -74.066663, 40.718001, shout to my boy Nabillboard 
garywfuller, Thu Jan 21 20:29:57 +0000 2021, -117.287924, 33.121484, UNDO “Citizens United.” 
becfulg, Thu Jan 21 20:29:57 +0000 2021, -71.079038, 41.899534, My goal this summer is to go to the @JerseyShore house. I NEED to go 
grammy2, Thu Jan 21 20:29:57 +0000 2021, -75.218432, 40.685819, @wolfblitzer @JoeBiden Are you aware that tonight at 21:21 it will be 21 minutes after the 21st hour of the 21st da… https://t.co/ilctMq6LKQ 
AyyyCoco, Thu Jan 21 20:29:57 +0000 2021, -118.411907, 34.020789, Any of y'all know great technical SEOs based in Florida? 
AyyyCoco, Thu Jan 21 20:29:57 +0000 2021, -118.411907, 34.020789, Any of y'all know great technical SEOs based in Florida? 
letssnortcourt, Thu Jan 21 20:29:57 +0000 2021, -117.022695, 38.502147, cutting/building season is honestly the most 🎭 feeling ever 
beancameer, Thu Jan 21 20:29:57 +0000 2021, -158.026454, 21.335869, LMFAO https://t.co/QMHtST0GO4 
Stacy_B, Thu Jan 21 20:29:57 +0000 2021, -115.135165, 36.060964, @SVaughn21 On my way! 🥺💖 https://t.co/GliilWHHPn 
KayRockkette, Thu Jan 21 20:29:57 +0000 2021, -96.972913, 28.802534, Let’s get lost and take the longest  road. 
Stacy_B, Thu Jan 21 20:29:57 +0000 2021, -115.135165, 36.060964, @SVaughn21 On my way! 🥺💖 https://t.co/GliilWHHPn 
Daltonpj328, Thu Jan 21 20:29:57 +0000 2021, -85.978600, 35.830522, @mikepompeo Keep dreaming sugar-tits 
tmj_OHD_transp, Thu Jan 21 20:29:57 +0000 2021, -84.191607, 39.758948, Have you ever had a role like "CDL Driver-Residential Driver - Rear Load"? What did you like most about that job?… https://t.co/dYiw9dkn9t 
South_Bay_Kid, Thu Jan 21 20:29:58 +0000 2021, -118.356491, 33.887789, PS5s are in stores. Seems like they are coming out more in the last couple days. Hope the trend continues 🙏 
almurry17, Thu Jan 21 20:29:58 +0000 2021, -97.672732, 30.519340, ✨ 21:21:21 💫 
robert77188687, Thu Jan 21 20:29:57 +0000 2021, -121.896165, 37.431473, @jennifertru07 Well that in itself is good news in a way 
Daltonpj328, Thu Jan 21 20:29:57 +0000 2021, -85.978600, 35.830522, @mikepompeo Keep dreaming sugar-tits 
SustainableWKU, Thu Jan 21 20:29:57 +0000 2021, -86.435508, 36.965671, Happy Squirrel Appreciation Day!Did you know WKU's main campus is a Certified Wildlife Habitat? To be certified,… https://t.co/7oulcKOzJF 
F30gary, Thu Jan 21 20:29:58 +0000 2021, -76.770172, 39.344992, @Tresdad30 🤣🤣 
Acajutla_Pearl, Thu Jan 21 20:29:58 +0000 2021, -74.423014, 40.619580, @Escobarmarga Continua 
andrew_a_smith, Thu Jan 21 20:29:58 +0000 2021, -118.411907, 34.020789, Idk who’s idea it was for us to get a bigger apartment, but I just spent the last two hours cleaning snd it wasn’t… https://t.co/tFRQ5LokuI 
Acajutla_Pearl, Thu Jan 21 20:29:58 +0000 2021, -74.423014, 40.619580, @Escobarmarga Continua 
BlairWGME, Thu Jan 21 20:29:58 +0000 2021, -70.292545, 43.696187, How it started vs. how it’s going... 
20minuteburrito, Thu Jan 21 20:29:58 +0000 2021, -119.637156, 36.331343, @tboxMauldin @ChainReactionCA @SensesFail Yes 🥺 my friend and I didn’t know who they were until we seen them and th… https://t.co/IiHSRZ78BX 
geeeebirdy, Thu Jan 21 20:29:58 +0000 2021, -118.411907, 34.020789, going back to school in the fall thanks to my work 🙇🏼‍♀️ #edumacated 
AlexGoodwinTSM, Thu Jan 21 20:29:58 +0000 2021, -96.761753, 32.819858, @somesportsguyy Bruh im tired of it all 
noahflores99, Thu Jan 21 20:29:58 +0000 2021, -96.291649, 30.585471, My guy right here 🤞🏻🤞🏻 
LocaLegs21, Thu Jan 21 20:29:58 +0000 2021, -119.560889, 36.699473, @il_mio_pesce Lol someone else saw a happy face. Thank you 
geeeebirdy, Thu Jan 21 20:29:58 +0000 2021, -118.411907, 34.020789, going back to school in the fall thanks to my work 🙇🏼‍♀️ #edumacated 
celyrocks, Thu Jan 21 20:29:58 +0000 2021, -98.540651, 29.417501, After finishing the queen’s gambit I’m obsessed with playing chess lol who wants to play me?? Lol I need all the pr… https://t.co/HI9991L2Qo 
noahflores99, Thu Jan 21 20:29:58 +0000 2021, -96.291649, 30.585471, My guy right here 🤞🏻🤞🏻 
bricks32, Thu Jan 21 20:29:59 +0000 2021, -88.443615, 44.218552, God I love this man 
TomLeiss, Thu Jan 21 20:29:59 +0000 2021, -79.420865, 38.003376, @dcunited So is he a forward or a defender?... every other post says forward, but this graphic says defender. Come on guys! 
QuanDBtalk, Thu Jan 21 20:29:58 +0000 2021, -76.069946, 36.802541, 🔥🔥🔥🔥🔥🔥 
ed_edd_eddielee, Thu Jan 21 20:29:59 +0000 2021, -84.266174, 30.476216, @kristynklaps https://t.co/BbaKRG75vb 
mexiikenn, Thu Jan 21 20:29:58 +0000 2021, -79.857363, 36.090397, My Favvvvv 😩 
otis_manxy_cat, Thu Jan 21 20:29:59 +0000 2021, -118.411907, 34.020789, my first selfie 😛 https://t.co/jj6FF9d5lA 
monkbernardo, Thu Jan 21 20:29:59 +0000 2021, -97.552161, 35.482844, The Internet is fun again. https://t.co/NAeT68J13H 
SteinbrennerC, Thu Jan 21 20:29:59 +0000 2021, -82.516207, 28.150132, Congratulations to Lexi Mulvihill for winning the Hicks Memorial Award today! Go Warriors! 💙💛🏊🏼‍♀️… https://t.co/UnQDpggIK6 
JACKIEBEAT, Thu Jan 21 20:29:59 +0000 2021, -118.331509, 34.101429, THIS is really happening! Link in bio! @ Hollywood, California https://t.co/unCcxYLgGP 
AHSAAUpdates, Thu Jan 21 20:29:59 +0000 2021, -87.844737, 30.669283, @GulfShoresHS https://t.co/ZPYx6dyzFA 
AdamGoesHam, Thu Jan 21 20:29:59 +0000 2021, -118.411907, 34.020789, @paddenmyfrench Right 
CoachBandstra, Thu Jan 21 20:29:59 +0000 2021, -83.928775, 39.872259, 💪🏻💪🏻💪🏻💪🏻 
mwes10, Thu Jan 21 20:29:59 +0000 2021, -77.688536, 43.251452, @mrsmweston Tooth Fairy Fund. 🦷 https://t.co/krm4JTe0cO 
Hokiefanshell, Thu Jan 21 20:29:59 +0000 2021, -80.428864, 37.229291, I feel like I don’t live in a shithole country anymore!! 
horror_with, Thu Jan 21 20:29:59 +0000 2021, -81.111212, 28.567313, Hahaha https://t.co/LXq6RlYtEQ 
NoMasEric, Thu Jan 21 20:30:00 +0000 2021, -122.281606, 37.994132, @Almighty_toonz @GotSole69 @rhmlm @gswchris We looking the same 4 pictures? Cause not one big man is in those pictu… https://t.co/0J4dUzfgU8 
aliciak2010, Thu Jan 21 20:30:00 +0000 2021, -118.411907, 34.020789, How it started:            How it’s going: https://t.co/gfxkIV0Xf2 
SMoulden, Thu Jan 21 20:30:00 +0000 2021, -81.680759, 28.855843, 😁😁😁 
adair1946, Thu Jan 21 20:30:00 +0000 2021, -120.841443, 37.060965, @ScottImmordino Kinda thought that might be the case. Trump did as little as possible. How many more will die from Trumps inaction? 
lisgorman, Thu Jan 21 20:30:00 +0000 2021, -71.088712, 42.313670, @davecullinane Who is voting no? 🤔 
hannahbethany26, Thu Jan 21 20:30:00 +0000 2021, -72.570236, 42.171347, #guardiangiveaways 
JustinTheTruth, Thu Jan 21 20:30:00 +0000 2021, -94.279122, 39.014860, @d_bradley__ @tbanddzz @theestallion It’s not hard to put two and two together based off the information. 
quis__custodiet, Thu Jan 21 20:30:00 +0000 2021, -118.131580, 33.942120, 2029ZN962LA COUNTY OF LOS ANGELESSquawk: 4304N33.9421 W118.1316Altitude: 1050ftCourse: 60ºGroundspeed: 102kts https://t.co/PgCX2xUk6v 
nardwien, Thu Jan 21 20:30:00 +0000 2021, -75.554475, 39.101190, @danabrams please share the hardball questions liberal media threw at Trump during his inaugural parade. Did they e… https://t.co/PVkqN4S07r 
monkbernardo, Thu Jan 21 20:30:00 +0000 2021, -97.552161, 35.482844, https://t.co/8zSqCLq7k2 
Nick__Oneil, Thu Jan 21 20:30:01 +0000 2021, -77.582819, 39.751690, Never forget to count your blessings 
GenericEnby_Nix, Thu Jan 21 20:30:01 +0000 2021, -71.566171, 44.001230, @luminousgalaxie Ye 
cashmoneyham, Thu Jan 21 20:30:01 +0000 2021, -91.090800, 30.459100, damn rip donna britt 😢 
rebamc47, Thu Jan 21 20:30:01 +0000 2021, -116.569609, 43.578912, 👏👏👏👏👏👏 
CaraBC777, Thu Jan 21 20:30:01 +0000 2021, -97.541027, 30.354854, I’m thinking ALL THE WAY 🖖🏻 AGREED 
